"Feature","pvals","qvals","log.pvals","F.stat","den.df"
"ERCC-00002",0.00223543905847432,0.0666875080766909,-6.10331762346508,20.5372076721189,3.53490424737594
"ERCC-00003",0.00046566487525075,0.036892040484974,-7.67204433437477,34.5453250440716,3.53490424737594
"ERCC-00004",5.68599637200566e-06,0.00573873304002533,-12.0775041827931,126.034058016111,3.53490424737594
"ERCC-00009",0.885241799060178,0.681210221707046,-0.12189445201476,0.0222878729729508,3.53490424737594
"ERCC-00013",0.661775397382515,0.615722537595945,-0.412829059491605,0.207231127774005,3.53490424737594
"ERCC-00019",0.00172189564128797,0.060487103296526,-6.36432947801399,22.4806402318469,3.53490424737594
"ERCC-00022",0.00116794538035727,0.0491994088839638,-6.7525091590623,25.6337870480491,3.53490424737594
"ERCC-00025",0.774599943751917,0.651918063625787,-0.255408584517139,0.0881186888662026,3.53490424737594
"ERCC-00028",0.00761254257009431,0.104095233613336,-4.87795805383114,13.0313515862964,3.53490424737594
"ERCC-00031",0.694117455769699,0.625693166365975,-0.365114088170662,0.167047455185549,3.53490424737594
"ERCC-00033",0.106927022785049,0.293914216746231,-2.2356087072548,3.3490396765783,3.53490424737594
"ERCC-00034",0.322398424604628,0.462834102419603,-1.13196715482367,1.12130719657577,3.53490424737594
"ERCC-00035",0.656715149682818,0.613850185398313,-0.420504916639369,0.213998986127391,3.53490424737594
"ERCC-00039",0.271336566233813,0.43232924490055,-1.30439528685206,1.40872982909233,3.53490424737594
"ERCC-00040",0.126744762093429,0.314545550039288,-2.06557996207141,2.94609550198514,3.53490424737594
"ERCC-00042",0.867445740084113,0.676252274610338,-0.142202316570768,0.0298205980138261,3.53490424737594
"ERCC-00043",0.000560536622396368,0.0384714022676814,-7.48661597878839,32.568311956409,3.53490424737594
"ERCC-00044",0.0105785781489196,0.115941216512159,-4.54892425204448,11.4042427811913,3.53490424737594
"ERCC-00046",0.000330549752816659,0.0343939109892777,-8.01475337197907,38.4664044443654,3.53490424737594
"ERCC-00051",0.735632764262177,0.638060707210625,-0.307024246376327,0.122778711445623,3.53490424737594
"ERCC-00053",0.343997050748309,0.475156403486994,-1.06712219505157,1.01932213684169,3.53490424737594
"ERCC-00054",0.285748853270331,0.441182489459451,-1.25264198936748,1.32002450815852,3.53490424737594
"ERCC-00058",0.0110015819523241,0.117787429074312,-4.50971620267634,11.219884349001,3.53490424737594
"ERCC-00059",0.113212895596436,0.300584007537517,-2.17848520100486,3.21118830616193,3.53490424737594
"ERCC-00060",0.966414738929633,0.701102410476559,-0.0341622005420254,0.00189436580557783,3.53490424737594
"ERCC-00062",2.41645781409125e-05,0.0124145520198938,-10.6306227102617,83.7044946599443,3.53490424737594
"ERCC-00067",0.45014668688124,0.530911250801982,-0.798181778487525,0.634292461662932,3.53490424737594
"ERCC-00069",0.559971759860119,0.577476269793559,-0.579868925345734,0.37177229787746,3.53490424737594
"ERCC-00071",0.0748593661616758,0.2590922062522,-2.59214404352439,4.26748581151999,3.53490424737594
"ERCC-00074",0.0224077336627728,0.159197554630935,-3.79834912690482,8.19708171260297,3.53490424737594
"ERCC-00076",0.00560738776027802,0.094165586871785,-5.18367030777059,14.6788283591568,3.53490424737594
"ERCC-00077",0.147875998828394,0.337275446828356,-1.91138120216105,2.59967702386932,3.53490424737594
"ERCC-00078",0.00374247149859816,0.0809555676802023,-5.58800905730452,17.0773320086597,3.53490424737594
"ERCC-00079",0.00497641274172588,0.0911049281447366,-5.30304598049681,15.3599847482417,3.53490424737594
"ERCC-00084",0.826547210870376,0.667886887067196,-0.190498241912164,0.0514765683774319,3.53490424737594
"ERCC-00085",0.206820692567277,0.389741596009338,-1.57590308058341,1.90743232481089,3.53490424737594
"ERCC-00092",0.00015973902457547,0.0248834187887803,-8.74196917081976,48.0713693952867,3.53490424737594
"ERCC-00095",0.00307383655260453,0.0751992156619323,-5.78482880619525,18.3426823208694,3.53490424737594
"ERCC-00096",0.796591977265748,0.659423667834927,-0.227412679505811,0.071316649045434,3.53490424737594
"ERCC-00099",0.0781453728969162,0.263163548699527,-2.54918443184043,4.15141437786172,3.53490424737594
"ERCC-00108",5.58593127240054e-05,0.0163986982354045,-9.79267430106741,65.6788619123636,3.53490424737594
"ERCC-00109",0.87538355112858,0.67857910130865,-0.133093144522303,0.0263214388304896,3.53490424737594
"ERCC-00111",0.0552547687785051,0.232423512203244,-2.89580062957588,5.13185259683885,3.53490424737594
"ERCC-00112",0.018320362772225,0.146349253632351,-3.99974211795486,8.99367985714107,3.53490424737594
"ERCC-00113",0.034787428527663,0.193735730959103,-3.35849920667301,6.60524993252318,3.53490424737594
"ERCC-00116",0.00027250088665752,0.0313706974176729,-8.2078686900772,40.8386795977944,3.53490424737594
"ERCC-00130",3.54021727537924e-05,0.0138574219064844,-10.2487373624823,74.9907923221087,3.53490424737594
"ERCC-00131",4.07922744560457e-05,0.0151621836422971,-10.1070178460509,71.975441732699,3.53490424737594
"ERCC-00136",9.60001472079551e-05,0.0232094473543939,-9.25116083308141,55.9921160080323,3.53490424737594
"ERCC-00143",0.639106469469035,0.607322401444795,-0.447684219596609,0.238613169028665,3.53490424737594
"ERCC-00144",0.0217385453574477,0.157715541622857,-3.82866831040868,8.3141831709168,3.53490424737594
"ERCC-00145",0.00441907753497633,0.0861182675870536,-5.42182430716797,16.0598362136577,3.53490424737594
"ERCC-00148",0.641399729066598,0.607689225485315,-0.444102414132591,0.23531224872048,3.53490424737594
"ERCC-00154",0.182634758585552,0.369222261577285,-1.70026697523661,2.15428212832058,3.53490424737594
