"","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"ERCC-00002",27087.3333333333,0.000226070086290575,-8.39466549043814,41.6811466877717,0.5,3.74962778622618
"ERCC-00003",2211,0.000128355374861689,-8.96070777492331,49.3157738247079,0.5,3.74962778622618
"ERCC-00004",3163.66666666667,9.26336064134352e-07,-13.8920287479084,193.806276807629,4,3.74962778622618
"ERCC-00009",845.333333333333,0.828141075909671,-0.188571757576743,0.0504198932371657,1,3.74962778622618
"ERCC-00013",2.33333333333333,0.958107122109581,-0.042795688776505,0.00294323697296706,0.5,3.74962778622618
"ERCC-00019",17.8333333333333,0.00137344418734497,-6.5904336886059,23.629041743523,4,3.74962778622618
"ERCC-00022",256.666666666667,0.000578234978362022,-7.45553023494714,31.2394243157685,0.5,3.74962778622618
"ERCC-00025",49.1666666666667,0.757949771230946,-0.277138160402205,0.101940145627824,1,3.74962778622618
"ERCC-00028",2.16666666666667,0.0185305975430851,-3.98833199187155,8.81888073553293,4,3.74962778622618
"ERCC-00031",3.16666666666667,0.337239048223275,-1.08696325818501,1.04624365421524,1,3.74962778622618
"ERCC-00034",22,0.796355404857394,-0.227709704269777,0.0713472149597517,1,3.74962778622618
"ERCC-00035",85.6666666666667,0.601302080840853,-0.508657840372416,0.296657183657678,1,3.74962778622618
"ERCC-00039",5.16666666666667,0.57890742682501,-0.546612698777519,0.33545202180945,0.667,3.74962778622618
"ERCC-00042",619.833333333333,0.669078182160324,-0.401854361466268,0.197264122754214,1,3.74962778622618
"ERCC-00043",1188.16666666667,4.5260698459862e-05,-10.0030714857113,66.6604827963938,0.5,3.74962778622618
"ERCC-00044",34.3333333333333,0.0103001451638181,-4.57559729027129,11.3352253102056,0.667,3.74962778622618
"ERCC-00046",5806.83333333333,0.000123859336404855,-8.99636402009139,49.8351404999953,0.5,3.74962778622618
"ERCC-00051",14.1666666666667,0.84996407350932,-0.162561196850651,0.0382542596093142,1,3.74962778622618
"ERCC-00053",32.5,0.769314429771654,-0.26225551167814,0.0922630615798199,1,3.74962778622618
"ERCC-00054",7.83333333333333,0.0659468098265175,-2.71890677359658,4.57645768056339,0.667,3.74962778622618
"ERCC-00058",3.5,0.920414979547712,-0.0829306459123894,0.0106528460418797,0.667,3.74962778622618
"ERCC-00059",16,0.00969386815136452,-4.63626174270731,11.6182918986596,0.5,3.74962778622618
"ERCC-00060",356.5,0.504390846253429,-0.684403822848613,0.490007942441155,1,3.74962778622618
"ERCC-00062",55,2.18685304160025e-05,-10.7304619218753,81.8493527358474,4,3.74962778622618
"ERCC-00067",2,0.6419893882948,-0.443183504564608,0.233937273542649,1,3.74962778622618
"ERCC-00069",1.83333333333333,0.413357885552739,-0.883441510284486,0.747067989272918,0.5,3.74962778622618
"ERCC-00071",53.1666666666667,0.0534266523475908,-2.92944554989599,5.1801918863372,0.667,3.74962778622618
"ERCC-00074",16061,0.00485553474673258,-5.32763603979594,15.185876278524,0.667,3.74962778622618
"ERCC-00076",228.833333333333,0.00229362817415764,-6.07762035965575,19.8622846376285,0.667,3.74962778622618
"ERCC-00077",1.83333333333333,0.033943940609764,-3.38304492073707,6.61000609845775,0.5,3.74962778622618
"ERCC-00078",59.6666666666667,0.00136886846060178,-6.59377082158602,23.6552366738676,0.5,3.74962778622618
"ERCC-00079",111.333333333333,0.000223733233662972,-8.4050561369668,41.8114593304651,0.5,3.74962778622618
"ERCC-00084",36.1666666666667,0.680390170542675,-0.385088865151093,0.183068965315181,0.667,3.74962778622618
"ERCC-00085",3.33333333333333,0.46867118433058,-0.757853855929411,0.580488017683498,4,3.74962778622618
"ERCC-00092",191,4.06441965560521e-05,-10.1106544983113,68.7311639203548,4,3.74962778622618
"ERCC-00095",17.1666666666667,0.0108477947822153,-4.52379346553168,11.0970820008843,4,3.74962778622618
"ERCC-00096",9527,0.987513267782168,-0.0125653465683411,0.000261218681259237,1,3.74962778622618
"ERCC-00099",29.6666666666667,0.0546221330646883,-2.90731611088535,5.11500425257815,0.667,3.74962778622618
"ERCC-00108",811.333333333333,9.23575992868687e-06,-11.5924276598061,103.961559747755,4,3.74962778622618
"ERCC-00109",1.33333333333333,0.96155623158797,-0.039202232472561,0.00247811107094956,1,3.74962778622618
"ERCC-00111",598.166666666667,0.00881858675876642,-4.73089365323424,12.0690356831532,0.667,3.74962778622618
"ERCC-00112",76.5,0.00107427339784717,-6.83611075491135,25.6195126629242,0.5,3.74962778622618
"ERCC-00113",4434.33333333333,0.00723656446811747,-4.92860870618347,13.0479583384388,0.667,3.74962778622618
"ERCC-00116",76.6666666666667,2.35201696769309e-05,-10.6576522208046,80.1972912498948,4,3.74962778622618
"ERCC-00126",1.16666666666667,0.292534310160915,-1.22917331949386,1.27519309014355,1,3.74962778622618
"ERCC-00130",11590,4.68108398466894e-06,-12.2719808541989,125.216082671438,4,3.74962778622618
"ERCC-00131",67.5,2.7274049440033e-06,-12.8121599708077,144.982841911512,4,3.74962778622618
"ERCC-00136",389.833333333333,6.21321155369912e-06,-11.9888326372936,115.904918979199,4,3.74962778622618
"ERCC-00143",5.5,0.983067809458077,-0.0170771790594229,0.000480362111489164,0.667,3.74962778622618
"ERCC-00144",11.5,0.00615848432542628,-5.0899245827794,13.8853445789726,4,3.74962778622618
"ERCC-00145",983.833333333333,0.00277173146294763,-5.88828307718567,18.5939029692274,0.667,3.74962778622618
"ERCC-00148",12,0.715407140220059,-0.334903471468895,0.143060419480421,1,3.74962778622618
"ERCC-00154",4.5,0.0338062448539129,-3.3871097345675,6.62365376057878,4,3.74962778622618
"ERCC-00157",13.5,0.017922289768903,-4.02171010231564,8.95155028118814,0.667,3.74962778622618
"ERCC-00160",19.8333333333333,0.0449092757106281,-3.10311091958707,5.70623364194957,0.5,3.74962778622618
"ERCC-00162",68.1666666666667,0.0208448049303104,-3.87065052579773,8.36053037090993,0.667,3.74962778622618
"ERCC-00163",23.1666666666667,0.00549457043710066,-5.20399486759433,14.4993007723147,0.5,3.74962778622618
"ERCC-00165",71,0.00110150045630469,-6.81108197746442,25.4108695549268,0.5,3.74962778622618
"ERCC-00168",1.16666666666667,0.0562620521428995,-2.87773500052986,5.02850708633916,0.5,3.74962778622618
"ERCC-00170",10.8333333333333,0.0102591600130762,-4.5795843126616,11.3536897333091,4,3.74962778622618
"ERCC-00171",3766.16666666667,0.801074780999381,-0.221800976721721,0.0679941413142836,1,3.74962778622618
