"Feature","NIT_1","NIT_2","NIT_3","CTL_1","CTL_2","CTL_3"
"TCHP",93,87,93,89,84,68
"TCIRG1",933,814,842,487,611,308
"TCN2",640,652,451,716,366,423
"TCOF1",175,147,171,144,116,79
"TCP1",1068,1106,1053,1285,1039,799
"TCP11L1",174,269,172,147,201,69
"TCP11L2",277,267,272,317,397,383
"TCTA",188,173,203,309,264,213
"TCTE4",12,8,7,30,24,16
"TCTEX1D2",14,15,15,10,18,7
"TCTN1",119,120,138,152,85,89
"TDG",497,475,544,393,368,267
"TDO2",8837,13479,8515,12775,8411,12671
"TDP1",35,36,35,35,30,19
"TDP2",220,211,243,304,287,243
"TDRD3",63,83,61,76,79,53
"TDRD7",430,447,405,523,429,312
"TDRKH",16,32,22,30,32,24
"TEAD1",67,107,85,106,94,47
"TEAD2",43,32,26,52,38,20
"TEAD3",79,79,84,80,109,56
"TEC",159,200,223,340,258,254
"TECPR1",302,300,351,461,492,290
"TECR",1202,1685,1507,2779,2955,2182
"TECT2",51,50,40,58,42,44
"TEF",537,532,515,786,1085,1010
"TEK",176,156,190,332,310,137
"TEP1",499,493,581,250,375,175
"TERC",2,2,7,2,0,1
"TERF1",71,83,105,79,103,67
"TERF2",99,99,93,103,105,63
"TERF2IP",224,148,191,256,221,159
"TERT",102,119,120,204,186,141
"TES",276,201,213,36,63,22
"TESK1",183,144,146,217,183,167
"TESK2",65,56,71,99,75,79
"TESP1",3,4,7,4,4,2
"TEX10",149,154,151,119,93,72
"TEX12",4,6,1,6,2,4
"TEX21",3,3,3,3,4,2
"TEX261",404,408,454,551,551,457
"TEX264",454,466,430,920,674,614
"TF",394088,407318,439280,446738,620894,407031
"TFAM",333,361,385,459,368,323
"TFAP4",37,40,52,45,24,42
"TFB1M",89,113,101,116,90,97
"TFB2M",307,332,318,358,300,318
"TFCP2L1",50,46,43,40,41,31
"TFDP2",55,47,60,52,78,65
"TFEB",132,108,114,124,99,77
"TFEC",179,178,167,78,52,24
"TFF3",4,8,8,3,1,0
"TFG",615,585,600,884,706,601
"TFIP11",333,342,347,418,329,249
"TFPI",303,250,260,179,215,141
"TFPI2",18,9,13,6,8,0
"TFPT",42,49,32,46,27,28
"TFR2",3061,3297,3111,5159,4721,3948
"TFRC",1249,1650,1374,1749,989,1238
"TG",3,3,6,6,1,5
"TGDS",126,109,115,158,140,118
"TGFA",140,154,128,158,179,87
"TGFB1",303,226,249,97,103,77
"TGFB1I1",113,59,110,33,30,12
"TGFB2",81,75,83,17,15,12
"TGFB3",278,146,188,54,63,37
"TGFBI",1617,1760,1617,3272,3361,2302
"TGFBR1",836,873,879,622,647,442
"TGFBR2",1043,976,1025,1466,1245,748
"TGFBR3",115,144,117,217,265,109
"TGFBRAP1",452,421,513,497,467,452
"TGIF1",293,329,189,165,112,80
"TGM1",52,52,46,28,30,32
"TGM2",3766,2567,2779,1841,1883,1138
"TGM4",40,28,27,27,36,23
"TGOLN1",2803,2806,2800,3417,2890,2821
"TGS1",177,166,173,201,157,120
"THADA",154,215,176,167,171,120
"THAP1",42,23,31,43,35,29
"THAP11",140,113,128,166,169,131
"THAP3",66,60,61,125,108,86
"THAP4",88,99,113,134,110,51
"THAP6",37,30,30,50,47,36
"THAP7",80,98,80,91,74,82
"THBD",313,342,209,209,139,81
"THBS2",430,201,176,62,148,77
"THEM4",42,31,30,30,17,19
"THG1L",65,52,61,40,35,30
"THNSL1",90,77,73,62,55,57
"THNSL2",256,374,305,540,485,320
"THOC1",137,97,90,91,77,65
"THOC2",449,412,454,639,494,416
"THOC3",224,219,242,280,268,232
"THOC4",305,257,249,265,217,181
"THOC5",177,196,205,254,185,171
"THOC6",110,115,120,60,77,76
"THOP1",155,162,163,105,122,81
"THPO",149,136,137,125,173,104
"THRA",136,122,139,213,208,165
"THRAP3",1324,1345,1493,1305,1250,974
"THRB",120,124,110,189,215,130
"THRSP",4885,6975,5748,8294,12445,10442
"THSD1",34,43,47,21,26,22
"THSD7A",7,5,5,5,8,6
"THTPA",309,342,351,373,371,355
"THUMPD1",556,450,555,930,840,611
"THUMPD2",42,51,42,70,101,48
"THUMPD3",184,193,163,202,125,121
"THY1",104,33,36,1,14,3
"THYN1",127,137,152,96,99,72
"TIA1",30,22,29,25,19,17
"TIAL1",286,317,260,370,318,270
"TIAM1",77,38,46,16,16,13
"TICAM2",69,55,72,34,18,36
"TIE1",611,603,613,457,537,272
"TIFA",290,280,193,62,74,37
"TIFAB",117,74,100,33,25,23
"TIGD3",1,3,3,0,1,1
"TIGD5",15,7,5,11,12,7
"TIMD2",3406,3588,3205,3153,3392,2997
"TIMELESS",150,121,169,109,108,69
"TIMM10",177,194,157,179,131,170
"TIMM13",396,454,429,482,427,366
"TIMM17A",229,201,203,163,171,148
"TIMM17B",211,224,203,273,253,189
"TIMM21",83,61,101,127,96,97
"TIMM23",128,163,152,157,158,116
"TIMM44",448,470,427,520,504,404
"TIMM8A1",214,274,215,247,176,257
"TIMM8B",230,256,254,228,214,200
"TIMMDC1",149,131,135,207,170,137
"TIMP1",252,145,209,43,43,33
"TIMP2",434,236,346,110,196,126
"TIMP3",308,356,168,86,135,69
"TINAGL1",251,226,197,200,252,168
"TINF2",107,111,129,190,141,108
"TIPIN",43,35,45,24,22,27
"TIPRL",173,152,159,183,149,106
"TJAP1",189,183,202,183,198,120
"TJP1",797,768,868,1065,1123,573
"TJP2",460,472,441,309,329,217
"TJP3",74,94,76,115,78,79
"TK2",157,185,164,203,188,123
"TKT",3412,3715,3684,2557,3345,2035
"TLCD1",13,13,10,29,22,24
"TLE1",306,248,454,533,535,390
"TLE2",62,60,67,135,149,166
"TLE3",278,261,242,147,128,63
"TLE4",168,169,134,142,72,58
"TLK1",432,401,424,414,452,376
"TLK2",341,271,323,318,285,250
"TLL1",1,0,3,0,0,3
"TLN1",2637,2306,2549,1866,1796,1175
"TLR1",140,144,106,26,11,11
"TLR10",22,11,16,3,1,4
"TLR11",11,7,16,11,3,7
"TLR12",23,17,17,9,7,6
"TLR2",238,166,171,40,19,25
"TLR3",265,260,309,275,270,219
"TLR4",126,104,129,54,35,20
"TLR5",170,135,83,14,9,11
"TLR6",75,72,77,22,14,17
"TLR7",216,151,162,46,30,21
"TM2D1",152,196,167,256,186,163
"TM2D2",258,297,258,429,414,327
"TM2D3",156,124,144,176,142,109
"TM4SF1",44,31,26,11,24,15
"TM4SF19",2,3,2,0,0,1
"TM4SF20",5,0,2,0,0,0
"TM4SF4",2060,1915,1625,2408,2153,1676
"TM6SF1",141,117,114,29,22,12
"TM6SF2",285,368,341,284,368,237
"TM7SF2",146,346,316,1970,1167,1112
"TM7SF3",272,270,340,291,303,206
"TM9SF1",526,516,511,702,636,503
"TM9SF2",2468,2428,2494,2722,2531,2047
"TM9SF4",550,561,525,734,669,515
"TMBIM1",180,169,143,30,64,36
"TMBIM4",547,463,401,333,412,291
"TMBIM6",3672,4236,4004,6807,7077,5269
"TMC3",89,148,79,160,187,135
"TMC4",14,10,13,4,4,6
"TMCC3",369,480,396,542,405,273
"TMCO1",675,656,681,998,899,764
"TMCO3",72,62,70,111,78,74
"TMCO4",93,73,57,81,60,53
"TMCO6",113,82,94,118,111,85
"TMED1",139,110,112,174,156,152
"TMED10",1410,1439,1405,1403,1344,1104
"TMED2",3069,3071,3213,3459,3279,2959
"TMED3",317,285,353,211,170,145
"TMED4",259,311,278,423,438,341
"TMED5",616,704,583,879,642,666
"TMED7",1699,1819,1757,2011,1752,1647
"TMED9",1701,1599,1498,1591,1560,1422
"TMEFF2",6,1,2,3,2,1
"TMEM100",16,1,8,12,11,5
"TMEM101",76,87,84,118,137,86
"TMEM103",59,67,59,68,60,54
"TMEM104",92,86,93,130,101,93
"TMEM106A",253,228,224,97,99,74
"TMEM106B",592,622,520,1277,873,770
"TMEM106C",47,32,46,67,69,38
"TMEM107",5,1,4,1,2,1
"TMEM109",318,262,265,205,232,167
"TMEM11",106,101,116,140,101,112
"TMEM110",84,94,87,99,96,88
"TMEM111",616,624,599,592,561,452
"TMEM115",254,280,243,318,279,270
"TMEM119",65,38,46,32,23,18
"TMEM120A",316,340,344,217,227,137
"TMEM123",1491,1359,1390,1369,1469,1072
"TMEM125",135,225,127,394,349,234
"TMEM126A",196,162,175,223,178,182
"TMEM126B",82,92,69,118,95,83
"TMEM127",451,376,431,611,498,341
"TMEM128",167,175,168,185,161,116
"TMEM129",215,177,187,267,211,205
"TMEM132A",271,198,232,200,192,119
"TMEM132E",28,32,12,78,86,40
"TMEM134",309,308,339,340,347,306
"TMEM135",604,815,782,1195,1065,902
"TMEM136",4,7,6,1,4,6
"TMEM138",15,17,19,16,16,7
"TMEM140",603,579,667,851,535,450
"TMEM141",51,61,45,74,66,85
"TMEM143",63,77,69,118,120,85
"TMEM144",135,181,167,233,289,112
"TMEM146",3,2,2,7,4,2
"TMEM147",222,210,152,201,162,116
"TMEM14A",13,17,13,4,1,1
"TMEM14C",666,715,715,807,722,567
"TMEM150A",1695,1661,1428,2414,3081,1994
"TMEM150B",89,53,65,21,23,15
"TMEM150C",242,225,171,90,54,63
"TMEM151A",26,30,23,3,5,3
"TMEM151B",2,0,0,1,1,3
"TMEM154",5,2,9,1,1,0
"TMEM156",14,12,12,10,7,6
"TMEM158",9,4,8,0,2,3
"TMEM160",132,130,127,170,195,154
"TMEM161A",91,98,100,152,148,93
"TMEM163",17,20,8,43,25,27
"TMEM164",241,188,239,212,116,274
"TMEM165",244,167,220,136,142,77
"TMEM167B",58,58,55,76,77,39
"TMEM168",454,445,464,416,418,322
"TMEM169",3,1,3,0,1,0
"TMEM17",30,32,28,56,43,32
"TMEM170B",11,14,27,22,18,8
"TMEM171",6,4,3,1,0,1
"TMEM175",80,73,77,102,89,58
"TMEM176A",2013,3178,2263,4255,3678,3827
"TMEM176B",2913,3472,3115,4841,3726,3323
"TMEM177",22,35,35,55,48,44
"TMEM178",39,27,35,23,35,9
"TMEM179B",91,99,88,110,108,99
"TMEM18",73,68,80,88,77,59
"TMEM181",189,196,189,184,144,98
"TMEM183A",740,812,754,1152,1024,801
"TMEM184A",40,37,46,61,76,32
"TMEM184B",567,481,429,285,280,165
"TMEM184C",76,49,66,26,33,18
"TMEM185A",276,267,278,381,299,270
"TMEM185B",183,192,205,148,119,88
"TMEM186",94,91,109,172,134,125
"TMEM188",162,155,181,222,208,172
"TMEM189",235,148,167,116,101,71
"TMEM19",509,514,384,526,373,372
"TMEM192",203,222,199,218,214,136
"TMEM194B",50,38,26,21,22,18
"TMEM199",133,161,132,212,182,160
"TMEM2",1796,1876,1394,848,698,522
"TMEM200A",8,6,2,1,0,1
"TMEM202",4,2,3,2,0,2
"TMEM203",64,62,61,98,102,93
"TMEM204",130,126,157,186,200,88
"TMEM205",1801,1836,1743,3116,2610,2126
"TMEM206",16,12,17,7,11,7
"TMEM208",248,269,241,301,268,213
"TMEM209",203,199,214,265,254,173
"TMEM214",882,832,896,871,872,650
"TMEM218",100,131,118,181,188,137
"TMEM22",1,2,2,1,2,0
"TMEM222",138,141,110,123,115,105
"TMEM223",208,228,226,342,391,269
"TMEM229B",179,136,152,62,41,25
"TMEM237",61,50,59,33,33,41
"TMEM25",14,10,16,28,24,36
"TMEM26",62,102,85,39,27,20
"TMEM30A",843,965,953,1397,1274,1078
"TMEM30B",83,105,165,65,24,111
"TMEM33",596,703,653,771,778,691
"TMEM35",2,2,1,3,0,1
"TMEM37",284,265,291,323,388,307
"TMEM38A",14,10,13,24,22,17
"TMEM38B",510,639,547,845,658,724
"TMEM39A",196,186,194,236,219,188
"TMEM39B",90,94,78,150,152,81
"TMEM41B",463,515,446,674,753,570
"TMEM42",112,105,106,158,133,109
"TMEM43",264,188,186,112,107,57
"TMEM45A",15,7,18,11,6,1
"TMEM47",911,986,967,1421,1076,1091
"TMEM48",151,126,148,86,54,79
"TMEM5",108,105,93,215,127,122
"TMEM50A",512,458,499,481,531,353
"TMEM50B",161,122,150,168,186,174
"TMEM51",94,65,97,97,77,40
"TMEM53",306,365,318,441,460,386
"TMEM55A",254,154,254,95,102,57
"TMEM55B",202,174,185,268,300,174
"TMEM56",103,111,102,169,173,101
"TMEM57",378,340,353,596,543,387
"TMEM60",59,56,70,102,84,72
"TMEM63A",382,359,411,561,427,388
"TMEM63C",41,31,18,45,33,29
"TMEM66",1663,1509,1450,1526,1400,1143
"TMEM67",68,51,49,59,67,58
"TMEM68",120,113,88,100,83,76
"TMEM69",222,192,194,267,220,172
"TMEM70",271,308,279,403,322,274
"TMEM72",5,2,2,3,1,0
"TMEM79",10,12,10,22,21,18
"TMEM80",52,42,50,68,76,50
"TMEM81",11,6,11,13,19,17
"TMEM85",357,350,337,412,351,312
"TMEM86A",351,376,308,192,428,248
"TMEM86B",1192,1574,1223,2846,2789,2177
"TMEM87B",105,92,106,95,89,59
"TMEM88",52,60,71,37,43,23
"TMEM88B",2,1,5,12,11,7
"TMEM8A",129,91,108,160,122,106
"TMEM9",86,76,94,102,99,76
"TMEM93",175,219,208,197,156,156
"TMEM97",581,760,868,749,567,571
"TMEM98",393,411,576,596,601,611
"TMEM9B",151,146,135,149,140,114
"TMF1",590,728,679,808,622,602
"TMIE",9,2,4,7,6,1
"TMLHE",95,82,92,172,143,99
"TMOD1",48,36,37,35,29,33
"TMOD3",322,320,298,241,235,149
"TMOD4",0,3,2,2,4,2
"TMPO",646,532,661,625,510,453
"TMPRSS2",44,40,44,90,55,49
"TMPRSS4",3,1,1,1,1,0
"TMPRSS5",1,1,3,0,1,2
"TMPRSS6",2477,2962,2841,6117,6188,4893
"TMSB10",1179,772,905,165,187,72
"TMSB4X",790,585,604,254,201,155
"TMTC2",38,24,35,11,12,3
"TMTC3",185,189,257,255,207,174
"TMTC4",60,48,53,112,132,80
"TMUB1",170,161,143,191,187,164
"TMUB2",279,305,313,471,453,324
"TMX1",448,353,446,440,359,292
"TMX2",338,322,331,349,348,239
"TMX4",322,360,350,382,511,272
"TNF",12,9,9,1,6,2
"TNFAIP1",1250,1173,1074,1002,924,684
"TNFAIP2",572,404,449,294,254,389
"TNFAIP8",86,83,106,37,39,30
"TNFAIP8L2",289,191,191,92,64,37
"TNFRSF10B",108,101,95,70,38,54
"TNFRSF11B",272,212,185,92,143,45
"TNFRSF12A",316,271,164,32,43,22
"TNFRSF14",195,127,160,29,19,14
"TNFRSF18",14,7,9,2,1,2
"TNFRSF1A",1875,2002,1454,1431,1388,1401
"TNFRSF1B",736,765,558,387,299,332
"TNFRSF21",498,293,256,37,40,87
"TNFRSF25",13,4,8,13,10,5
"TNFRSF26",50,41,45,17,29,14
"TNFRSF4",16,12,20,2,4,5
"TNFRSF8",9,7,8,0,0,0
"TNFRSF9",158,213,194,20,140,92
"TNFSF10",91,106,117,65,76,51
"TNFSF12",142,119,134,89,93,44
"TNFSF13",141,149,137,48,68,45
"TNFSF13B",23,14,22,8,4,3
"TNFSF15",3,0,3,0,1,0
"TNIK",35,34,30,28,27,8
"TNIP1",580,468,533,461,449,298
"TNIP2",183,132,117,64,80,76
"TNK1",3,0,2,2,1,2
"TNK2",368,290,323,163,131,150
"TNKS",196,198,242,248,231,138
"TNKS2",1067,1138,1150,1759,1297,1145
"TNN",3,5,4,0,0,1
"TNNC2",2,5,2,0,12,1
"TNNI2",1,3,0,1,11,4
"TNNI3",4,0,4,3,2,1
"TNNT1",19,7,12,8,10,5
"TNNT2",46,22,46,3,10,1
"TNNT3",13,4,5,2,27,4
"TNPO2",719,626,675,767,751,542
"TNPO3",502,456,502,510,499,321
"TNRC6A",614,516,666,665,644,467
"TNRC6B",511,591,693,769,741,632
"TNS1",1043,1079,1056,1242,939,515
"TNS3",1080,809,993,522,679,379
"TNS4",10,2,2,1,2,1
"TNXA-PS1",25,7,5,8,21,25
"TOAG1",89,90,84,150,165,118
"TOB1",779,594,657,987,1003,705
"TOB2",274,289,319,585,883,196
"TOE1",61,44,44,64,50,34
"TOLLIP",1055,1199,1026,1043,949,828
"TOM1",445,441,416,614,696,439
"TOM1L2",97,84,86,103,97,72
"TOMM20",671,682,603,542,406,449
"TOMM22",467,451,432,502,396,420
"TOMM34",122,111,109,122,94,75
"TOMM40",262,242,236,214,155,172
"TOMM40B",57,49,44,26,34,23
"TOMM7",387,419,417,453,422,327
"TOMM70A",577,671,605,735,567,551
"TONSL",41,21,37,8,15,10
"TOP1",562,524,510,648,447,388
"TOP1MT",154,189,162,197,202,145
"TOP2A",526,456,634,71,83,29
"TOP2B",214,182,216,211,205,154
"TOP3B",298,283,307,292,335,282
"TOPORS",456,391,353,356,375,196
"TOR1AIP1",400,370,339,492,449,276
"TOR1AIP2",1890,1875,1901,2696,2639,2074
"TOR1B",225,222,213,245,236,173
"TOR2A",465,402,392,452,483,405
"TOR3A",78,55,92,39,33,17
"TOX",15,6,4,4,5,1
"TOX2",6,7,4,8,7,6
"TOX3",16,13,9,1,2,0
"TOX4",654,557,587,593,471,417
"TP53",485,451,498,455,376,359
"TP53I11",190,200,177,141,198,103
"TP53I13",137,136,127,135,111,165
"TP53INP1",269,480,424,200,160,85
"TP53RK",26,26,21,12,11,8
"TP73",1,1,1,3,0,1
"TPBG",79,33,51,26,37,23
"TPCN1",595,599,686,1112,1059,928
"TPCN2",432,252,258,394,362,261
"TPD52",150,131,118,89,81,62
"TPD52L1",1,3,6,2,1,6
"TPD52L2",201,172,173,207,215,152
"TPGS1",114,108,123,156,138,97
"TPGS2",115,112,134,109,114,58
"TPH1",15,13,10,0,1,1
"TPI1",1675,1572,1661,1158,1098,967
"TPK1",142,187,185,199,192,182
"TPM1",1999,1469,1699,743,785,614
"TPM2",309,136,228,73,62,57
"TPM3",2025,1730,1917,1039,908,672
"TPM4",913,802,750,169,218,100
"TPMT",204,245,217,247,258,198
"TPP1",1430,1305,1417,1654,1565,1100
"TPP2",769,855,837,903,702,729
"TPPP",17,13,14,54,62,27
"TPPP3",23,7,5,6,10,7
"TPR",824,811,906,813,614,606
"TPRA1",110,107,114,138,153,146
"TPRKB",83,72,65,131,115,86
"TPRN",88,51,85,67,59,50
"TPSAB1",14,4,4,0,3,0
"TPSB2",15,7,6,3,11,2
"TPST1",661,754,564,1051,1038,681
"TPST2",450,371,351,424,390,247
"TPT1",6271,7410,6523,6555,6517,4813
"TPTE",3,4,1,1,0,0
"TPX2",232,199,282,85,76,34
"TRA2A",269,220,237,248,255,173
"TRA2B",632,657,705,622,604,454
"TRABD",659,650,626,972,857,759
"TRADD",103,94,93,104,105,60
"TRAF2",152,151,150,166,164,119
"TRAF3",302,308,328,300,228,218
"TRAF3IP1",54,60,66,90,81,43
"TRAF3IP2",89,92,103,145,154,125
"TRAF3IP3",33,25,26,18,13,7
"TRAF4",270,215,225,390,363,298
"TRAF4AF1",104,78,111,18,28,15
"TRAF6",114,105,150,124,109,68
"TRAF7",298,245,255,153,169,123
"TRAFD1",841,717,792,419,364,273
"TRAIP",18,7,19,1,4,2
"TRAK1",536,534,513,737,1127,567
"TRAK2",1245,1065,1024,633,614,528
"TRAM1",5513,5945,6028,8079,8428,6515
"TRANK1",0,3,7,2,6,3
"TRAP1",1306,1375,1308,1815,1518,1289
"TRAPPC1",124,168,148,118,160,109
"TRAPPC10",574,574,654,673,597,480
"TRAPPC2",34,34,30,45,44,34
"TRAPPC2L",32,36,34,31,29,22
"TRAPPC3",290,280,268,309,252,245
"TRAPPC4",73,86,60,82,90,38
"TRAPPC5",171,149,130,181,169,165
"TRAPPC6A",198,199,223,275,274,172
"TRAPPC6B",126,121,146,126,96,76
"TRAPPC8",545,605,584,696,669,474
"TRAPPC9",263,293,301,368,344,281
"TRAT1",6,5,4,0,0,0
"TRDMT1",33,50,45,40,42,29
"TREM1",60,45,34,4,1,0
"TREM2",59,33,40,0,1,1
"TREM3",20,6,14,1,1,1
"TREML1",11,8,12,0,1,0
"TRERF1",22,15,31,26,27,11
"TREX1",170,138,140,111,90,63
"TRHDE",55,69,43,192,162,118
"TRIAP1",191,222,182,381,328,245
"TRIB1",248,385,202,210,307,118
"TRIB2",134,100,107,24,52,20
"TRIB3",132,194,152,48,89,26
"TRIL",52,25,63,24,42,23
"TRIM10",5,2,3,2,5,2
"TRIM11",132,106,132,164,163,142
"TRIM13",22,10,20,20,25,18
"TRIM14",293,307,317,653,643,569
"TRIM16",4,3,8,0,1,4
"TRIM2",279,337,284,707,553,346
"TRIM21",151,173,143,171,127,85
"TRIM23",209,249,240,344,297,258
"TRIM24",39,45,89,41,26,73
"TRIM25",526,462,544,565,658,391
"TRIM26",485,509,492,701,767,451
"TRIM27",336,334,342,392,315,262
"TRIM28",983,918,958,1172,947,664
"TRIM3",210,181,166,182,166,133
"TRIM32",120,127,115,148,102,74
"TRIM35",260,205,293,141,163,81
"TRIM36",89,118,77,27,16,10
"TRIM37",132,121,113,123,93,63
"TRIM39",179,201,206,269,302,258
"TRIM41",330,304,293,312,336,249
"TRIM43A",5,3,0,4,4,6
"TRIM44",100,91,122,118,114,68
"TRIM45",19,19,20,66,21,45
"TRIM46",3,2,5,2,5,2
"TRIM47",332,268,193,142,151,130
"TRIM5",711,749,626,816,851,389
"TRIM55",16,17,18,0,0,0
"TRIM58",2,0,2,0,3,3
"TRIM59",123,106,124,23,31,10
"TRIM6",4,4,8,1,1,3
"TRIM65",244,194,129,171,167,163
"TRIM69",11,6,8,11,9,8
"TRIM72",3,4,3,1,1,0
"TRIM8",426,317,312,413,564,304
"TRIP10",171,117,140,104,100,87
"TRIP11",243,369,359,490,312,236
"TRIP12",1716,1958,1943,2494,1924,1582
"TRIP13",36,18,36,6,5,1
"TRIP4",131,132,134,175,121,100
"TRIT1",240,254,229,204,152,153
"TRMT1",295,244,286,326,250,240
"TRMT11",56,42,63,71,45,43
"TRMT112",231,220,225,281,285,243
"TRMT12",50,61,66,109,83,77
"TRMT1L",132,97,119,178,161,148
"TRMT2A",206,205,249,221,193,161
"TRMT5",87,77,72,75,70,65
"TRMT6",188,157,205,124,125,112
"TRMT61A",122,139,99,131,67,100
"TRMU",69,83,69,86,69,54
"TRNT1",140,127,127,185,149,120
"TROVE2",18,23,30,60,19,26
"TRPC1",22,31,13,6,12,4
"TRPC4AP",1223,1157,1195,1569,1406,919
"TRPC6",5,1,1,1,3,1
"TRPM2",1170,850,847,248,549,403
"TRPM3",4,8,1,4,3,0
"TRPM4",254,212,249,75,99,41
"TRPM5",2,2,3,1,0,3
"TRPS1",31,37,26,10,6,4
"TRPT1",48,37,37,43,51,31
"TRPV1",19,13,9,17,18,17
"TRPV2",146,89,127,24,24,10
"TRPV4",12,4,1,6,2,3
"TRPV6",2,3,2,2,3,2
"TRRAP",792,739,883,928,868,634
"TRUB1",66,56,72,56,43,61
"TRUB2",31,26,21,41,32,20
"TSC1",134,146,148,163,174,114
"TSC2",401,389,421,468,510,310
"TSC22D1",904,1884,832,2049,1556,1433
"TSC22D2",309,503,344,257,210,152
"TSC22D3",602,746,817,1180,1006,270
"TSC22D4",284,183,255,76,92,64
"TSEN15",52,49,54,64,51,50
"TSEN2",43,44,37,41,34,37
"TSEN34",429,408,382,473,458,326
"TSEN54",73,57,74,115,92,66
"TSG101",461,444,419,444,384,277
"TSGA10",5,5,1,4,7,2
"TSHR",5,2,2,0,1,0
"TSHZ3",12,8,11,4,3,4
"TSKS",5,1,1,1,0,0
"TSKU",3171,3756,5478,5133,3789,576
"TSN",192,158,196,205,176,126
"TSNAX",571,643,608,717,636,578
"TSNAXIP1",2,1,2,0,2,1
"TSPAN11",14,2,3,0,2,0
"TSPAN12",914,1102,892,1484,1805,1024
"TSPAN13",472,366,384,167,121,90
"TSPAN14",413,378,421,495,403,273
"TSPAN18",108,98,153,80,163,70
"TSPAN2",40,22,24,16,19,11
"TSPAN3",217,156,178,128,131,78
"TSPAN31",1060,1327,1141,1236,1217,1014
"TSPAN33",85,81,79,184,148,123
"TSPAN4",755,775,674,555,844,826
"TSPAN5",97,69,70,21,23,18
"TSPAN6",144,149,184,152,146,132
"TSPAN7",725,784,731,998,1153,682
"TSPAN8",80,35,50,16,28,15
"TSPAN9",325,289,298,223,315,157
"TSPO",189,135,148,30,44,23
"TSPYL1",530,538,533,781,737,608
"TSPYL2",210,145,184,263,263,195
"TSPYL3",3,1,1,1,1,0
"TSPYL4",21,27,28,60,27,46
"TSR2",203,216,227,254,179,181
"TSSC1",99,88,93,103,91,72
"TSSC4",138,162,166,219,172,171
"TSSK1B",1,3,0,3,2,2
"TSSK3",3,3,4,0,6,5
"TSSK4",0,2,5,0,0,0
"TSSK6",3,5,3,2,1,4
"TST",1317,1937,1737,4003,3807,3169
"TSTA3",316,301,295,368,323,303
"TSTD2",107,121,109,167,171,131
"TSX",2,3,3,0,0,3
"TTBK2",21,34,25,48,25,6
"TTC1",272,277,229,315,272,223
"TTC12",11,13,8,14,15,11
"TTC13",800,942,841,720,918,645
"TTC14",156,157,186,232,201,143
"TTC17",547,516,600,864,797,495
"TTC19",183,220,200,249,219,186
"TTC21B",85,82,106,131,147,77
"TTC22",5,2,3,0,1,1
"TTC23",102,111,142,155,153,87
"TTC25",35,29,46,45,76,45
"TTC26",37,15,27,18,12,13
"TTC27",148,143,173,158,157,125
"TTC3",32,24,58,52,25,21
"TTC30B",13,8,14,35,23,21
"TTC33",83,99,103,149,108,96
"TTC35",430,435,400,454,426,345
"TTC36",440,506,536,962,737,738
"TTC38",136,165,181,165,134,121
"TTC39A",20,10,9,3,4,3
"TTC39B",127,198,143,243,157,118
"TTC4",65,61,48,78,61,52
"TTC5",86,72,87,99,85,50
"TTC7",900,880,788,1149,1197,823
"TTC7B",206,212,248,255,223,149
"TTC8",17,18,27,28,28,20
"TTC9",19,8,5,5,1,1
"TTC9C",184,183,197,217,164,128
"TTF2",108,74,141,126,81,68
"TTI1",234,254,172,327,293,241
"TTI2",64,66,73,91,92,61
"TTK",81,70,100,8,16,5
"TTL",68,52,63,80,63,44
"TTLL1",13,22,22,31,21,16
"TTLL10",2,13,5,6,8,4
"TTLL12",82,76,93,83,68,48
"TTLL13",10,18,2,20,23,14
"TTLL3",20,15,19,28,28,25
"TTLL9",7,28,17,23,38,17
"TTPA",4216,5390,5111,14084,11266,8509
"TTPAL",625,530,576,339,203,223
"TTR",24584,34915,27136,72875,105047,60221
"TTYH1",2,1,1,2,2,2
"TTYH3",666,550,542,653,592,362
"TUBA1A",136,69,119,23,42,15
"TUBA1B",501,363,540,193,174,94
"TUBA1C",715,652,773,573,379,300
"TUBA4A",371,356,507,909,483,596
"TUBA8",3,2,0,1,1,0
"TUBB2A",451,453,561,684,271,252
"TUBB2B",14,16,11,5,0,2
"TUBB3",83,41,53,7,5,1
"TUBB4B",1601,1370,1881,1707,1088,882
"TUBB5",2830,2585,2970,927,1052,633
"TUBB6",818,729,632,75,64,49
"TUBD1",26,22,21,35,28,29
"TUBE1",32,30,23,25,18,16
"TUBG1",187,153,183,188,172,142
"TUBG2",2,0,4,1,1,0
"TUBGCP2",265,214,266,164,169,104
"TUBGCP3",176,177,198,154,205,139
"TUBGCP5",112,100,88,132,80,76
"TUBGCP6",156,120,149,203,206,191
"TUFM",1079,1216,1051,1284,1209,954
"TUFT1",19,29,18,25,26,20
"TULP2",2,2,0,0,1,2
"TULP4",128,135,160,180,158,100
"TUSC2",184,208,217,315,252,218
"TUSC3",141,104,80,34,59,36
"TUSC5",7,1,3,1,0,1
"TUT1",166,147,203,248,232,190
"TWF1",545,514,497,418,372,346
"TWIST1",5,3,7,3,2,5
"TWIST2",0,5,1,1,1,0
"TWISTNB",207,225,188,204,149,146
"TWSG1",386,340,311,469,416,320
"TXK",18,13,16,9,7,1
"TXLNG",62,66,50,80,75,52
"TXN1",1337,1193,1046,697,701,535
"TXN2",1107,1247,1060,1383,1305,1039
"TXNDC11",524,501,498,793,665,626
