"","Feature","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"Sim4Fold31","Sim4Fold31","252","4.2187888336094e-05","-10.0733773843702","70.849821970856","4","3.56159180019558"
"Sim4Fold32","Sim4Fold32","261.833333333333","3.17182796074014e-06","-12.6612024925036","147.084053160402","4","3.56159180019558"
"Sim4Fold33","Sim4Fold33","305.666666666667","0.000139696338012365","-8.87603950527066","49.8002013048481","4","3.56159180019558"
"Sim4Fold34","Sim4Fold34","372.5","8.42432815845309e-06","-11.6843868287093","112.06147827974","4","3.56159180019558"
"Sim4Fold35","Sim4Fold35","417.666666666667","1.81678084159835e-05","-10.9158592983518","90.2111031347628","4","3.56159180019558"
"Sim4Fold36","Sim4Fold36","427.5","6.77682276225729e-05","-9.59941709199028","61.7122257562426","4","3.56159180019558"
"Sim4Fold37","Sim4Fold37","498","6.49429706162231e-06","-11.9445861413166","120.524975575578","4","3.56159180019558"
"Sim4Fold38","Sim4Fold38","445.166666666667","2.53654418480175e-05","-10.5821228675027","82.0216002087591","4","3.56159180019558"
"Sim4Fold39","Sim4Fold39","541.666666666667","0.000120795751419591","-9.02140944344967","52.0143833150899","4","3.56159180019558"
"Sim4Fold40","Sim4Fold40","577.5","7.91420672531937e-06","-11.7468510938715","114.040424992588","4","3.56159180019558"
"Sim4Fold41","Sim4Fold41","612.333333333333","1.97621672368305e-05","-10.8317411936815","88.0782742992838","4","3.56159180019558"
"Sim4Fold42","Sim4Fold42","679","3.52987062403179e-05","-10.2516642451126","74.5948888529623","4","3.56159180019558"
"Sim4Fold43","Sim4Fold43","851.666666666667","0.00157180968738026","-6.45552765631143","23.1143446788363","4","3.56159180019558"
"Sim4Fold44","Sim4Fold44","891.166666666667","5.21495698016745e-06","-12.1639797187944","128.128170804766","4","3.56159180019558"
"Sim4Fold45","Sim4Fold45","1598.83333333333","1.73993660224609e-05","-10.9590767878983","91.3254919751708","4","3.56159180019558"
"Sim4Fold46","Sim4Fold46","1492.33333333333","1.10621760918961e-05","-11.4119788278875","103.803544596665","4","3.56159180019558"
"Sim4Fold47","Sim4Fold47","1934.83333333333","4.16699790917933e-05","-10.0857296142869","71.1036312031485","4","3.56159180019558"
"Sim4Fold48","Sim4Fold48","3523","0.000227489746314168","-8.38840539173552","42.9660163344509","4","3.56159180019558"
"Sim4Fold49","Sim4Fold49","6663","3.5631824088027e-06","-12.5448564773654","142.422519127157","4","3.56159180019558"
"Sim1Fold1","Sim1Fold1","0.666666666666667","0.429505999868359","-0.84511956822965","0.696600052187121","1","3.56159180019558"
"Sim1Fold2","Sim1Fold2","0.833333333333333","0.758058803562179","-0.276994319089914","0.102024215817981","1","3.56159180019558"
"Sim1Fold3","Sim1Fold3","3.83333333333333","0.20787056389","-1.57083968197336","1.89637479458553","1","3.56159180019558"
"Sim1Fold4","Sim1Fold4","4.16666666666667","0.0553053797324262","-2.89488509250148","5.12264908484774","1","3.56159180019558"
"Sim1Fold5","Sim1Fold5","4.83333333333333","0.065671209936821","-2.72309465445042","4.62524292767159","1","3.56159180019558"
"Sim1Fold6","Sim1Fold6","7.5","0.974169961574429","-0.0261694920263257","0.00111992418097057","1","3.56159180019558"
"Sim1Fold7","Sim1Fold7","10.3333333333333","0.393736763855269","-0.932072705012978","0.817749065481773","1","3.56159180019558"
"Sim1Fold8","Sim1Fold8","11.1666666666667","0.0842860134710922","-2.47353934148696","3.94650110331811","1","3.56159180019558"
"Sim1Fold9","Sim1Fold9","16.1666666666667","0.736511863097835","-0.30582993581225","0.121893398082642","1","3.56159180019558"
"Sim1Fold10","Sim1Fold10","21.1666666666667","0.912649914366368","-0.0914029173029999","0.0128643282363207","1","3.56159180019558"
"Sim1Fold11","Sim1Fold11","24.3333333333333","0.449483504842323","-0.79965612242384","0.635983370983272","1","3.56159180019558"
"Sim1Fold12","Sim1Fold12","30.6666666666667","0.260800011226028","-1.34400140588505","1.47716203356731","1","3.56159180019558"
"Sim1Fold13","Sim1Fold13","30.1666666666667","0.134146415590822","-2.00882342187991","2.81412257558969","1","3.56159180019558"
"Sim1Fold14","Sim1Fold14","34.3333333333333","0.131634592110616","-2.02772543664862","2.85695121543119","1","3.56159180019558"
"Sim1Fold15","Sim1Fold15","48.6666666666667","0.966926566416192","-0.0336327260026871","0.00183659973015585","1","3.56159180019558"
"Sim1Fold16","Sim1Fold16","66.3333333333333","0.0192495796058323","-3.95026605714487","8.7778148211912","1","3.56159180019558"
"Sim1Fold17","Sim1Fold17","59.6666666666667","0.108644851841956","-2.21967095635715","3.30721555994965","1","3.56159180019558"
"Sim1Fold18","Sim1Fold18","86.6666666666667","0.725197061337348","-0.321311852319596","0.133134439295033","1","3.56159180019558"
"Sim1Fold19","Sim1Fold19","72.5","0.228145138977649","-1.4777732780919","1.71971839882424","1","3.56159180019558"
"Sim1Fold20","Sim1Fold20","103.5","0.437356211707455","-0.827007286159047","0.672221622781211","1","3.56159180019558"
"Sim1Fold21","Sim1Fold21","101.833333333333","0.284208928353871","-1.25804564807062","1.32847429349848","1","3.56159180019558"
"Sim1Fold22","Sim1Fold22","118.333333333333","0.719171448257858","-0.329655495920527","0.139353652374662","1","3.56159180019558"
"Sim1Fold23","Sim1Fold23","133.833333333333","0.261170874319904","-1.34258039499517","1.47465802914939","1","3.56159180019558"
"Sim1Fold24","Sim1Fold24","158.333333333333","0.458254452498483","-0.78033067600078","0.610802054733653","1","3.56159180019558"
"Sim1Fold25","Sim1Fold25","177.166666666667","0.813769751059175","-0.20607781409901","0.0595034643088142","1","3.56159180019558"
"Sim1Fold26","Sim1Fold26","150.666666666667","0.749500555284518","-0.288348220566486","0.10967856473742","1","3.56159180019558"
"Sim1Fold27","Sim1Fold27","190.333333333333","0.656489783198776","-0.420848147890809","0.214242684418713","1","3.56159180019558"
"Sim1Fold28","Sim1Fold28","217.666666666667","0.551194552743139","-0.595667441872995","0.388951730432908","1","3.56159180019558"
"Sim1Fold29","Sim1Fold29","210.166666666667","0.5763053893056","-0.551117569020513","0.340902767129754","1","3.56159180019558"
"Sim1Fold30","Sim1Fold30","278.333333333333","0.642955867212092","-0.441679192851082","0.233021578929744","1","3.56159180019558"
"Sim1Fold31","Sim1Fold31","256.833333333333","0.177614371628675","-1.72814053036539","2.20958533529144","1","3.56159180019558"
"Sim1Fold32","Sim1Fold32","284","0.921803788471639","-0.0814228888412553","0.0102994153689571","1","3.56159180019558"
"Sim1Fold33","Sim1Fold33","293.5","0.155155718883623","-1.86332602841501","2.49342119406509","1","3.56159180019558"
"Sim1Fold34","Sim1Fold34","320.666666666667","0.814135607502361","-0.205628332871589","0.0592646302569255","1","3.56159180019558"
"Sim1Fold35","Sim1Fold35","370.666666666667","0.225954063441128","-1.48742355947984","1.73773617317679","1","3.56159180019558"
"Sim1Fold36","Sim1Fold36","429.666666666667","0.245374028136726","-1.40497158711989","1.58604137773613","1","3.56159180019558"
"Sim1Fold37","Sim1Fold37","398.666666666667","0.594567946513861","-0.51992027751692","0.30863522819356","1","3.56159180019558"
"Sim1Fold38","Sim1Fold38","428.333333333333","0.206426561148901","-1.57781056591736","1.90986625855121","1","3.56159180019558"
"Sim1Fold39","Sim1Fold39","537.166666666667","0.815426489529726","-0.204044002578517","0.0584260220553394","1","3.56159180019558"
"Sim1Fold40","Sim1Fold40","640.333333333333","0.571202136813033","-0.560012127044583","0.350313455980147","1","3.56159180019558"
"Sim1Fold41","Sim1Fold41","624.5","0.59080864440944","-0.526263096730127","0.315101158952299","1","3.56159180019558"
"Sim1Fold42","Sim1Fold42","731.166666666667","0.0577756357120047","-2.85118811964545","4.99373797882962","1","3.56159180019558"
"Sim1Fold43","Sim1Fold43","872.166666666667","0.0559181052519661","-2.88386706482151","5.08998924708449","1","3.56159180019558"
"Sim1Fold44","Sim1Fold44","1030.66666666667","0.653698533325989","-0.42510899201598","0.218035515649657","1","3.56159180019558"
"Sim1Fold45","Sim1Fold45","1307.83333333333","0.596952897392188","-0.515917067542768","0.304579481849821","1","3.56159180019558"
"Sim1Fold46","Sim1Fold46","1267.83333333333","0.234892363738216","-1.44862789641011","1.66572487377332","1","3.56159180019558"
"Sim1Fold47","Sim1Fold47","2095.5","0.489070091746907","-0.715249462873278","0.52864909658702","1","3.56159180019558"
"Sim1Fold48","Sim1Fold48","3188.66666666667","0.708472873805242","-0.344643507380066","0.150802759520926","1","3.56159180019558"
"Sim1Fold49","Sim1Fold49","3909","0.977964476651792","-0.022281932048926","0.000814958100226435","1","3.56159180019558"
"Sim0.667Fold1","Sim0.667Fold1","1.83333333333333","0.236120813915675","-1.44341168157309","1.6561286812283","0.667","3.56159180019558"
"Sim0.667Fold2","Sim0.667Fold2","2.66666666666667","0.840159942859985","-0.174162997103463","0.0435745447818428","0.667","3.56159180019558"
"Sim0.667Fold3","Sim0.667Fold3","3.16666666666667","0.0877816321411944","-2.43290300135202","3.84075648763709","0.667","3.56159180019558"
"Sim0.667Fold4","Sim0.667Fold4","2.83333333333333","0.121279401572813","-2.10965829136135","3.04571763251053","0.667","3.56159180019558"
"Sim0.667Fold5","Sim0.667Fold5","5.16666666666667","0.0997730529804849","-2.30485714233962","3.51610273192542","0.667","3.56159180019558"
"Sim0.667Fold6","Sim0.667Fold6","5.66666666666667","0.262420579275508","-1.33780679787042","1.4662575844513","0.667","3.56159180019558"
"Sim0.667Fold7","Sim0.667Fold7","11","0.135151121252489","-2.00136170993827","2.79728970273544","0.667","3.56159180019558"
"Sim0.667Fold8","Sim0.667Fold8","6.83333333333333","0.942909807051675","-0.0587846456189216","0.00547993799160571","0.667","3.56159180019558"
"Sim0.667Fold9","Sim0.667Fold9","20.8333333333333","0.187417581882951","-1.67441609349886","2.10054915623103","0.667","3.56159180019558"
"Sim0.667Fold10","Sim0.667Fold10","21.6666666666667","0.402599746939732","-0.909812394341642","0.786096460736333","0.667","3.56159180019558"
"Sim0.667Fold11","Sim0.667Fold11","24.1666666666667","0.0143973547746373","-4.24071078548014","9.98697292675723","0.667","3.56159180019558"
"Sim0.667Fold12","Sim0.667Fold12","41.8333333333333","0.0345355244266422","-3.36576679118971","6.62000133588771","0.667","3.56159180019558"
"Sim0.667Fold13","Sim0.667Fold13","33.1666666666667","0.437257745458946","-0.827232451211852","0.672522833866247","0.667","3.56159180019558"
"Sim0.667Fold14","Sim0.667Fold14","41","0.208401030399397","-1.56829102478023","1.89145113084861","0.667","3.56159180019558"
"Sim0.667Fold15","Sim0.667Fold15","56.8333333333333","0.0407820799130316","-3.19951251187427","6.06814709384545","0.667","3.56159180019558"
"Sim0.667Fold16","Sim0.667Fold16","59.8333333333333","0.00121064143093323","-6.71660495162193","25.238648615011","0.667","3.56159180019558"
"Sim0.667Fold17","Sim0.667Fold17","69","0.0147406325809948","-4.21714747719915","9.88524838621988","0.667","3.56159180019558"
"Sim0.667Fold18","Sim0.667Fold18","82","0.0130491905745411","-4.33902917207644","10.4185578952356","0.667","3.56159180019558"
"Sim0.667Fold19","Sim0.667Fold19","88.1666666666667","0.00186201286224044","-6.28609719239578","21.8127178352581","0.667","3.56159180019558"
"Sim0.667Fold20","Sim0.667Fold20","88.5","0.00438399625990948","-5.42979458245962","16.0641180770742","0.667","3.56159180019558"
"Sim0.667Fold21","Sim0.667Fold21","104.833333333333","0.798530236217768","-0.22498244577251","0.0699104725326983","0.667","3.56159180019558"
"Sim0.667Fold22","Sim0.667Fold22","118.166666666667","0.72140640457689","-0.326552632569171","0.137027805356085","0.667","3.56159180019558"
"Sim0.667Fold23","Sim0.667Fold23","132.166666666667","0.00510149024464986","-5.27822257710207","15.176885048068","0.667","3.56159180019558"
"Sim0.667Fold24","Sim0.667Fold24","165","0.12813032754714","-2.0547073490982","2.91855431397056","0.667","3.56159180019558"
"Sim0.667Fold25","Sim0.667Fold25","132","0.0112604469818763","-4.48645896062185","11.0877952573395","0.667","3.56159180019558"
"Sim0.667Fold26","Sim0.667Fold26","195.166666666667","0.0168290870204704","-4.08464651940056","9.32529172154906","0.667","3.56159180019558"
"Sim0.667Fold27","Sim0.667Fold27","209","0.0203447638160267","-3.89493170654025","8.55820038592111","0.667","3.56159180019558"
"Sim0.667Fold28","Sim0.667Fold28","233.5","0.011097779162086","-4.50101026616937","11.1553162131816","0.667","3.56159180019558"
"Sim0.667Fold29","Sim0.667Fold29","225.666666666667","0.459373391011116","-0.777891911582006","0.607649513097051","0.667","3.56159180019558"
"Sim0.667Fold30","Sim0.667Fold30","226.666666666667","0.181249739207406","-1.70787942410408","2.16821329692288","0.667","3.56159180019558"
"Sim0.667Fold31","Sim0.667Fold31","291.166666666667","0.00285223887158362","-5.85965102412267","18.7855276549193","0.667","3.56159180019558"
"Sim0.667Fold32","Sim0.667Fold32","283.166666666667","0.0429909301018236","-3.14676611340155","5.89844886430671","0.667","3.56159180019558"
"Sim0.667Fold33","Sim0.667Fold33","387.666666666667","0.253924880550374","-1.3707168015697","1.52452344426113","0.667","3.56159180019558"
"Sim0.667Fold34","Sim0.667Fold34","355.833333333333","0.0113494327643071","-4.47858751301663","11.0513813345649","0.667","3.56159180019558"
"Sim0.667Fold35","Sim0.667Fold35","362.5","0.000143083935602897","-8.85207913764132","49.4433684653655","0.667","3.56159180019558"
"Sim0.667Fold36","Sim0.667Fold36","356.833333333333","0.00960992284333427","-4.64495908482152","11.8378401918159","0.667","3.56159180019558"
"Sim0.667Fold37","Sim0.667Fold37","469.166666666667","0.00357016263261024","-5.63514412887519","17.325148416432","0.667","3.56159180019558"
"Sim0.667Fold38","Sim0.667Fold38","506.5","0.064343112065572","-2.74352538927709","4.68308755949102","0.667","3.56159180019558"
"Sim0.667Fold39","Sim0.667Fold39","545.5","0.0175135790879639","-4.04477875106093","9.16075176260673","0.667","3.56159180019558"
"Sim0.667Fold40","Sim0.667Fold40","618.5","0.145127183223599","-1.93014479533151","2.63873484391506","0.667","3.56159180019558"
"Sim0.667Fold41","Sim0.667Fold41","742.333333333333","0.048944935853136","-3.01705937086035","5.49190321266801","0.667","3.56159180019558"
"Sim0.667Fold42","Sim0.667Fold42","900.166666666667","0.00866208918045825","-4.74879934064604","12.3469946539795","0.667","3.56159180019558"
"Sim0.667Fold43","Sim0.667Fold43","883.166666666667","0.332534705966201","-1.1010110454876","1.07167963763536","0.667","3.56159180019558"
"Sim0.667Fold44","Sim0.667Fold44","918.666666666667","0.209967744715172","-1.56080135665625","1.8770100340295","0.667","3.56159180019558"
"Sim0.667Fold45","Sim0.667Fold45","1301.16666666667","0.000264809693261635","-8.23649912859846","41.011284541381","0.667","3.56159180019558"
"Sim0.667Fold46","Sim0.667Fold46","1669.33333333333","0.243276962090076","-1.41355472298927","1.60159450058882","0.667","3.56159180019558"
"Sim0.667Fold47","Sim0.667Fold47","1917.83333333333","0.588566899105278","-0.530064681418406","0.31899983224987","0.667","3.56159180019558"
"Sim0.667Fold48","Sim0.667Fold48","2984.83333333333","0.0864854257672467","-2.44777936747996","3.87931519286902","0.667","3.56159180019558"
"Sim0.667Fold49","Sim0.667Fold49","5747.5","0.0706256638324628","-2.650361690162","4.42214493898879","0.667","3.56159180019558"
